child_id,group,question_id,question_type,shown_letters,target_letter,selected_letter,correct,response_time_ms
992,non-dyslexic,q20,same_different,"p,d",different,different,1,1188
195,non-dyslexic,q100,same_different,"m,m",same,same,1,869
216,non-dyslexic,q75,matching,"p,d",p,p,1,1363
793,non-dyslexic,q9,matching,"d,m",m,m,1,927
380,non-dyslexic,q34,same_different,"b,u",different,different,1,1395
420,non-dyslexic,q88,same_different,"n,m",different,same,0,1093
121,dyslexic,q15,matching,"d,m,p",d,d,1,1578
836,non-dyslexic,q4,same_different,"d,p",different,different,1,1411
63,non-dyslexic,q59,same_different,"p,p",same,same,1,1123
504,non-dyslexic,q11,matching,"m,d,b",m,m,1,1277
416,dyslexic,q87,matching,"n,q",q,q,1,2034
381,non-dyslexic,q52,matching,"u,n,b",b,b,1,1090
842,non-dyslexic,q40,same_different,"q,m",different,different,1,1033
243,dyslexic,q7,same_different,"d,d",same,same,1,1716
889,dyslexic,q8,same_different,"m,p",different,same,0,1483
1000,non-dyslexic,q84,matching,"d,q,n",d,d,1,894
953,non-dyslexic,q92,same_different,"m,p",different,different,1,1509
364,non-dyslexic,q32,same_different,"b,b",same,same,1,962
80,dyslexic,q37,same_different,"b,u",different,different,1,2308
784,dyslexic,q43,matching,"q,b",b,b,1,1915
249,non-dyslexic,q15,same_different,"q,d",different,different,1,1525
151,dyslexic,q39,same_different,"d,m",different,different,1,2338
340,non-dyslexic,q22,same_different,"q,q",same,same,1,1107
256,non-dyslexic,q44,same_different,"d,p",different,different,1,1232
801,non-dyslexic,q44,matching,"m,u",m,m,1,1100
874,non-dyslexic,q62,same_different,"u,m",different,different,1,1399
45,non-dyslexic,q40,same_different,"d,q",different,different,1,1115
183,non-dyslexic,q23,matching,"d,b,q",q,q,1,1376
62,non-dyslexic,q67,matching,"u,q",u,u,1,1045
940,dyslexic,q19,same_different,"u,u",same,different,0,2280
805,non-dyslexic,q99,same_different,"d,d",same,same,1,1221
585,non-dyslexic,q30,matching,"n,d",n,n,1,991
108,dyslexic,q85,matching,"d,q",q,q,1,2272
312,non-dyslexic,q41,matching,"d,b,n",b,b,1,891
637,non-dyslexic,q73,same_different,"q,q",same,same,1,1283
943,non-dyslexic,q86,matching,"n,p",p,p,1,901
64,dyslexic,q99,matching,"u,n,p",n,p,0,2297
372,dyslexic,q41,matching,"d,m,p",m,m,1,2332
151,dyslexic,q13,same_different,"m,q",different,different,1,1714
807,non-dyslexic,q73,same_different,"d,m",different,different,1,1200
409,dyslexic,q58,same_different,"p,n",different,different,1,1831
814,dyslexic,q78,matching,"d,p,m",m,m,1,2411
677,dyslexic,q20,same_different,"n,b",different,different,1,2404
610,non-dyslexic,q88,matching,"m,q",q,q,1,1354
902,non-dyslexic,q80,same_different,"p,p",same,same,1,1169
818,dyslexic,q2,same_different,"u,d",different,same,0,1444
803,non-dyslexic,q7,same_different,"u,u",same,same,1,1110
613,non-dyslexic,q53,matching,"q,m,u",m,m,1,1270
525,dyslexic,q46,same_different,"m,m",same,different,0,1636
15,dyslexic,q90,matching,"m,b,p",m,m,1,2493
311,non-dyslexic,q33,matching,"u,m,p",m,m,1,1050
78,dyslexic,q57,same_different,"m,u",different,same,0,1775
885,dyslexic,q22,matching,"u,p",u,u,1,2086
106,dyslexic,q3,matching,"u,q,d",d,d,1,2031
145,non-dyslexic,q5,same_different,"p,p",same,same,1,1442
47,non-dyslexic,q85,matching,"p,m",p,p,1,1103
442,dyslexic,q66,same_different,"u,q",different,different,1,1506
675,non-dyslexic,q21,same_different,"p,d",different,different,1,898
942,dyslexic,q54,matching,"u,m,b",m,m,1,2309
727,non-dyslexic,q26,same_different,"b,d",different,different,1,1365
657,non-dyslexic,q95,same_different,"u,d",different,different,1,961
471,dyslexic,q75,matching,"q,b,m",q,q,1,1531
189,non-dyslexic,q4,matching,"u,n",n,n,1,892
425,non-dyslexic,q60,matching,"q,b,d",b,b,1,958
487,non-dyslexic,q61,matching,"m,n,p",p,u,0,1442
784,non-dyslexic,q8,matching,"b,q,m",q,q,1,1003
984,non-dyslexic,q48,same_different,"n,n",same,same,1,1434
450,non-dyslexic,q1,matching,"b,q",q,q,1,917
934,dyslexic,q37,same_different,"n,n",same,same,1,1988
787,non-dyslexic,q85,matching,"m,q,u",u,u,1,971
572,dyslexic,q16,matching,"b,d,q",q,u,0,1903
687,dyslexic,q73,matching,"p,b",p,p,1,2321
75,dyslexic,q63,matching,"b,n",n,n,1,2032
517,dyslexic,q33,matching,"d,u,b",d,b,0,1586
202,non-dyslexic,q82,same_different,"n,n",same,same,1,1281
239,non-dyslexic,q98,matching,"n,q",n,n,1,1065
400,non-dyslexic,q92,matching,"d,p,b",p,p,1,1239
390,dyslexic,q50,matching,"q,p,u",q,q,1,1688
749,non-dyslexic,q83,same_different,"p,p",same,same,1,1176
703,dyslexic,q63,same_different,"b,p",different,different,1,1996
599,non-dyslexic,q31,matching,"n,b",n,n,1,1493
159,non-dyslexic,q12,same_different,"m,p",different,different,1,1232
754,non-dyslexic,q23,matching,"u,m,d",m,m,1,986
866,non-dyslexic,q90,same_different,"u,u",same,same,1,951
528,dyslexic,q98,same_different,"d,d",same,different,0,1983
348,non-dyslexic,q30,matching,"u,b,p",u,n,0,1248
558,dyslexic,q41,same_different,"q,q",same,same,1,2203
822,non-dyslexic,q48,same_different,"p,p",same,same,1,994
306,non-dyslexic,q60,same_different,"m,u",different,different,1,1044
479,non-dyslexic,q99,matching,"p,u",u,u,1,976
974,non-dyslexic,q14,matching,"d,q",q,q,1,991
65,non-dyslexic,q47,matching,"d,q",q,q,1,1161
830,dyslexic,q71,matching,"d,b,u",d,d,1,2532
543,dyslexic,q99,matching,"p,d",p,p,1,2487
257,dyslexic,q60,same_different,"q,d",different,different,1,2250
363,dyslexic,q6,matching,"m,b",b,b,1,1499
791,dyslexic,q42,same_different,"p,p",same,same,1,2003
612,dyslexic,q14,same_different,"p,p",same,same,1,1990
423,non-dyslexic,q89,same_different,"q,d",different,different,1,923
463,dyslexic,q77,same_different,"q,d",different,different,1,2383
721,non-dyslexic,q26,same_different,"d,d",same,same,1,1458
407,dyslexic,q46,matching,"b,n",b,m,0,2146
102,non-dyslexic,q59,same_different,"b,u",different,different,1,1452
798,non-dyslexic,q44,same_different,"q,d",different,different,1,1542
611,non-dyslexic,q29,same_different,"b,m",different,different,1,1143
310,dyslexic,q18,matching,"b,n,q",b,b,1,1883
924,dyslexic,q18,same_different,"b,m",different,different,1,1557
71,dyslexic,q88,same_different,"q,q",same,different,0,2182
928,non-dyslexic,q22,same_different,"m,u",different,different,1,1049
13,dyslexic,q66,matching,"d,u",u,u,1,2108
272,dyslexic,q8,matching,"p,u,q",q,b,0,1721
316,dyslexic,q94,matching,"d,q,u",d,u,0,2429
971,dyslexic,q91,same_different,"b,n",different,different,1,2484
984,non-dyslexic,q83,same_different,"n,n",same,same,1,953
282,dyslexic,q44,matching,"d,u",d,d,1,1773
970,non-dyslexic,q47,matching,"n,d",d,d,1,965
142,non-dyslexic,q60,matching,"n,u,m",u,u,1,1204
28,dyslexic,q61,same_different,"p,b",different,different,1,1650
141,dyslexic,q93,matching,"q,n",q,q,1,1583
789,dyslexic,q19,matching,"n,d,q",d,m,0,2155
935,non-dyslexic,q37,matching,"d,m",d,d,1,993
952,dyslexic,q24,matching,"u,b",b,b,1,1697
658,dyslexic,q35,matching,"p,q,d",p,p,1,2296
864,dyslexic,q10,matching,"p,d",p,p,1,1900
700,dyslexic,q69,matching,"q,d,m",q,q,1,1922
619,dyslexic,q72,matching,"p,m,q",m,m,1,2090
445,non-dyslexic,q81,matching,"b,m",m,m,1,1269
226,dyslexic,q78,same_different,"q,q",same,same,1,1759
872,dyslexic,q36,matching,"u,q,n",n,n,1,1843
715,non-dyslexic,q24,same_different,"q,u",different,different,1,1140
925,dyslexic,q8,matching,"n,d,p",p,p,1,1864
825,non-dyslexic,q85,matching,"u,m",m,m,1,1080
329,non-dyslexic,q75,matching,"p,q",q,q,1,1123
339,non-dyslexic,q40,matching,"n,b,d",n,n,1,1154
759,non-dyslexic,q48,matching,"b,q",q,q,1,1489
116,dyslexic,q8,matching,"u,p",p,p,1,2180
62,dyslexic,q65,matching,"m,n",m,d,0,1912
746,non-dyslexic,q21,matching,"p,d",d,d,1,1389
303,non-dyslexic,q22,same_different,"m,m",same,same,1,1262
855,non-dyslexic,q79,same_different,"n,n",same,same,1,946
280,dyslexic,q13,matching,"u,q",u,q,0,1938
615,non-dyslexic,q95,matching,"m,u",u,u,1,1423
521,non-dyslexic,q44,matching,"b,n,p",n,n,1,1509
370,non-dyslexic,q95,same_different,"u,m",different,different,1,1538
641,non-dyslexic,q86,same_different,"m,m",same,same,1,1162
744,dyslexic,q23,same_different,"n,m",different,different,1,1947
375,non-dyslexic,q26,same_different,"q,u",different,different,1,882
258,non-dyslexic,q52,same_different,"d,d",same,same,1,1018
735,dyslexic,q65,matching,"n,q",q,q,1,2395
422,non-dyslexic,q93,matching,"q,b",q,q,1,1144
818,dyslexic,q42,matching,"p,n,b",n,n,1,2153
983,dyslexic,q85,matching,"d,b",d,d,1,2326
263,dyslexic,q47,matching,"m,n,q",m,m,1,1645
46,non-dyslexic,q88,same_different,"b,u",different,different,1,1185
405,dyslexic,q18,same_different,"q,q",same,same,1,1555
383,non-dyslexic,q99,matching,"b,p,u",b,b,1,1521
926,dyslexic,q2,same_different,"b,u",different,same,0,2086
151,dyslexic,q34,same_different,"u,b",different,different,1,2112
790,non-dyslexic,q71,same_different,"p,p",same,same,1,1234
307,non-dyslexic,q85,matching,"n,u,m",m,m,1,1380
796,non-dyslexic,q11,matching,"q,u,n",n,n,1,1099
441,dyslexic,q91,same_different,"m,m",same,different,0,2079
882,non-dyslexic,q49,same_different,"p,u",different,different,1,1148
404,non-dyslexic,q24,matching,"u,p,n",n,n,1,1184
178,dyslexic,q45,matching,"m,d,n",m,d,0,1688
736,non-dyslexic,q60,same_different,"n,d",different,different,1,1034
462,dyslexic,q42,matching,"d,q",q,b,0,2522
178,dyslexic,q20,same_different,"u,u",same,same,1,1570
737,non-dyslexic,q79,same_different,"n,p",different,different,1,1270
695,non-dyslexic,q49,matching,"n,m,p",n,n,1,1308
979,dyslexic,q41,same_different,"d,n",different,same,0,1454
233,non-dyslexic,q22,matching,"m,p,n",n,n,1,1290
161,dyslexic,q12,matching,"b,d",b,q,0,2540
987,non-dyslexic,q78,same_different,"u,u",same,same,1,1021
512,non-dyslexic,q3,same_different,"n,n",same,same,1,975
526,non-dyslexic,q36,same_different,"b,b",same,same,1,1332
14,dyslexic,q6,matching,"n,q",n,p,0,1731
651,dyslexic,q80,same_different,"d,p",different,same,0,2268
879,dyslexic,q84,same_different,"m,m",same,same,1,2528
199,dyslexic,q11,matching,"d,q",d,b,0,1922
939,dyslexic,q78,matching,"m,n,b",b,n,0,1600
568,dyslexic,q44,matching,"b,n,q",b,b,1,1622
273,dyslexic,q23,same_different,"q,d",different,same,0,1639
274,dyslexic,q89,matching,"m,u",u,u,1,2256
255,non-dyslexic,q73,same_different,"u,u",same,same,1,1045
488,non-dyslexic,q17,matching,"b,n",n,n,1,1542
923,non-dyslexic,q93,same_different,"m,q",different,different,1,1284
10,dyslexic,q81,same_different,"b,b",same,same,1,2363
526,non-dyslexic,q30,matching,"d,m,q",m,m,1,1052
798,dyslexic,q43,same_different,"b,b",same,same,1,1803
160,dyslexic,q76,same_different,"b,p",different,same,0,2122
985,dyslexic,q90,same_different,"m,n",different,different,1,2095
581,non-dyslexic,q17,same_different,"m,m",same,same,1,1056
711,non-dyslexic,q2,matching,"d,m",d,d,1,1058
915,dyslexic,q52,same_different,"m,m",same,same,1,1826
981,non-dyslexic,q10,same_different,"q,m",different,different,1,1329
948,non-dyslexic,q32,matching,"m,q,u",m,m,1,927
161,dyslexic,q74,same_different,"q,m",different,different,1,2319
517,non-dyslexic,q8,matching,"b,q",b,b,1,1208
175,dyslexic,q80,same_different,"b,b",same,same,1,2096
809,dyslexic,q74,matching,"p,b,n",b,q,0,1624
101,dyslexic,q9,matching,"b,d,u",b,b,1,1733
203,dyslexic,q87,matching,"q,p",q,m,0,1851
546,dyslexic,q13,same_different,"n,n",same,different,0,1763
313,non-dyslexic,q35,matching,"b,m,n",m,m,1,1297
809,non-dyslexic,q33,matching,"n,b",n,b,0,1102
956,non-dyslexic,q39,same_different,"q,d",different,different,1,949
855,non-dyslexic,q58,same_different,"q,m",different,different,1,1048
793,non-dyslexic,q63,same_different,"b,b",same,same,1,1177
993,dyslexic,q41,matching,"q,n,b",q,q,1,2411
887,dyslexic,q99,matching,"q,n,m",m,b,0,2217
131,dyslexic,q36,same_different,"p,d",different,different,1,1702
27,dyslexic,q43,matching,"d,m,q",q,q,1,1985
304,dyslexic,q32,same_different,"n,d",different,different,1,1871
845,dyslexic,q23,matching,"b,n,p",n,n,1,2513
792,dyslexic,q78,matching,"q,b",b,b,1,2423
590,non-dyslexic,q12,matching,"m,q,u",m,m,1,1484
746,non-dyslexic,q20,same_different,"q,q",same,same,1,1263
546,non-dyslexic,q86,matching,"u,b",u,u,1,1167
115,non-dyslexic,q36,same_different,"n,n",same,same,1,980
754,non-dyslexic,q59,same_different,"p,m",different,different,1,1273
510,dyslexic,q25,same_different,"q,q",same,same,1,1591
669,non-dyslexic,q60,matching,"u,m",u,u,1,1246
108,dyslexic,q79,matching,"u,d,m",u,u,1,1719
561,dyslexic,q80,matching,"d,u,n",n,n,1,1705
744,dyslexic,q16,same_different,"n,d",different,different,1,2074
711,non-dyslexic,q64,same_different,"d,p",different,different,1,1210
626,non-dyslexic,q91,same_different,"u,u",same,same,1,1340
519,non-dyslexic,q32,matching,"n,m",n,n,1,1053
263,non-dyslexic,q80,matching,"q,m,b",b,b,1,964
778,dyslexic,q65,matching,"b,p,d",d,m,0,1590
442,non-dyslexic,q57,matching,"d,q,p",p,p,1,1497
879,dyslexic,q56,matching,"u,b",b,p,0,1832
627,dyslexic,q92,matching,"p,d,m",m,n,0,2119
703,non-dyslexic,q1,matching,"q,u,n",q,q,1,1344
168,dyslexic,q53,same_different,"u,d",different,different,1,1605
339,dyslexic,q51,matching,"m,n",m,q,0,2159
408,non-dyslexic,q30,matching,"n,u",n,n,1,920
272,non-dyslexic,q76,same_different,"p,u",different,different,1,1350
536,dyslexic,q77,matching,"p,q",p,p,1,1893
220,non-dyslexic,q75,same_different,"d,m",different,different,1,1391
903,dyslexic,q60,matching,"p,n,d",n,n,1,2000
696,non-dyslexic,q91,matching,"p,u",p,p,1,1294
783,non-dyslexic,q16,matching,"m,u,d",d,d,1,1294
599,dyslexic,q41,same_different,"p,p",same,same,1,2403
659,non-dyslexic,q83,matching,"p,m",m,m,1,1048
262,dyslexic,q2,same_different,"b,m",different,different,1,2039
172,dyslexic,q88,same_different,"p,m",different,different,1,1731
198,non-dyslexic,q49,matching,"u,n,m",m,m,1,1393
785,non-dyslexic,q1,same_different,"m,m",same,same,1,1109
190,non-dyslexic,q81,matching,"b,q,p",b,b,1,1413
508,dyslexic,q8,same_different,"m,m",same,same,1,1832
948,non-dyslexic,q98,same_different,"m,m",same,same,1,1423
575,dyslexic,q44,matching,"b,d,m",m,p,0,1583
153,non-dyslexic,q86,matching,"n,p,b",p,p,1,983
539,non-dyslexic,q33,matching,"n,b,q",q,q,1,855
491,non-dyslexic,q47,matching,"d,n",d,d,1,840
798,non-dyslexic,q86,matching,"p,m,q",q,q,1,1386
286,non-dyslexic,q100,matching,"d,u",d,d,1,914
786,non-dyslexic,q33,same_different,"u,u",same,same,1,1385
705,non-dyslexic,q21,same_different,"u,u",same,same,1,1315
891,dyslexic,q96,matching,"u,p,m",m,n,0,1958
443,dyslexic,q85,same_different,"n,n",same,same,1,1857
496,dyslexic,q55,same_different,"d,b",different,different,1,2128
747,dyslexic,q1,matching,"d,n,q",n,n,1,1829
882,non-dyslexic,q43,matching,"u,m",m,m,1,958
611,dyslexic,q89,same_different,"q,q",same,same,1,1468
675,non-dyslexic,q62,matching,"n,p",p,m,0,1463
197,non-dyslexic,q91,same_different,"q,q",same,same,1,1497
131,dyslexic,q32,same_different,"q,q",same,same,1,1641
910,non-dyslexic,q100,same_different,"b,u",different,different,1,1107
535,non-dyslexic,q61,matching,"d,u",u,u,1,923
470,non-dyslexic,q26,matching,"p,b",p,p,1,1264
826,non-dyslexic,q96,same_different,"m,p",different,different,1,1221
788,non-dyslexic,q8,same_different,"m,m",same,same,1,1451
783,dyslexic,q61,matching,"b,m",b,b,1,2078
569,non-dyslexic,q44,same_different,"n,n",same,same,1,1332
962,non-dyslexic,q3,matching,"u,m,b",b,b,1,1105
129,non-dyslexic,q77,same_different,"p,b",different,different,1,1542
661,non-dyslexic,q23,same_different,"u,p",different,different,1,1343
644,non-dyslexic,q81,matching,"q,m,u",q,q,1,904
373,dyslexic,q91,matching,"d,m,u",d,d,1,2443
111,non-dyslexic,q37,matching,"q,m",q,q,1,1401
241,dyslexic,q72,same_different,"m,d",different,different,1,1976
124,non-dyslexic,q1,same_different,"b,p",different,different,1,1416
898,dyslexic,q91,same_different,"m,m",same,different,0,1853
93,non-dyslexic,q77,same_different,"m,m",same,same,1,1443
510,dyslexic,q4,same_different,"q,b",different,same,0,1593
593,non-dyslexic,q67,matching,"u,m,p",m,m,1,1386
478,non-dyslexic,q56,same_different,"b,b",same,same,1,1084
625,non-dyslexic,q80,same_different,"d,u",different,different,1,1503
682,non-dyslexic,q6,same_different,"p,b",different,different,1,1009
852,dyslexic,q52,same_different,"q,m",different,different,1,2108
64,non-dyslexic,q5,matching,"m,n,d",d,d,1,1175
11,non-dyslexic,q64,same_different,"d,d",same,same,1,951
426,dyslexic,q46,matching,"q,b",q,p,0,1732
666,non-dyslexic,q33,matching,"b,n",n,n,1,1391
917,non-dyslexic,q97,same_different,"m,m",same,same,1,1424
176,non-dyslexic,q95,same_different,"m,d",different,different,1,1193
239,non-dyslexic,q91,same_different,"n,n",same,same,1,1449
828,non-dyslexic,q66,same_different,"d,d",same,same,1,1573
568,dyslexic,q75,same_different,"m,m",same,same,1,1566
613,non-dyslexic,q39,same_different,"q,d",different,same,0,1305
379,non-dyslexic,q69,matching,"m,p",p,p,1,1197
213,non-dyslexic,q68,matching,"q,b,n",n,n,1,1265
610,non-dyslexic,q95,matching,"u,p",u,u,1,1154
424,non-dyslexic,q22,same_different,"q,q",same,same,1,1313
284,dyslexic,q97,matching,"q,u,b",b,b,1,2175
638,dyslexic,q34,same_different,"q,u",different,different,1,1865
993,dyslexic,q58,matching,"b,u",b,b,1,2440
670,dyslexic,q25,matching,"q,m",m,m,1,1504
925,non-dyslexic,q54,matching,"m,d",m,m,1,1326
219,non-dyslexic,q4,same_different,"n,n",same,same,1,1076
150,non-dyslexic,q6,same_different,"m,q",different,different,1,1292
510,dyslexic,q23,matching,"b,m",m,m,1,1608
638,dyslexic,q20,matching,"n,p,u",u,u,1,2466
887,non-dyslexic,q21,matching,"d,u",d,d,1,1204
724,dyslexic,q65,matching,"p,d",p,b,0,1824
383,non-dyslexic,q87,same_different,"u,u",same,different,0,1359
502,dyslexic,q31,matching,"q,b,m",q,p,0,2186
543,dyslexic,q38,matching,"d,n,q",n,n,1,2397
378,dyslexic,q1,matching,"d,m",d,d,1,2024
599,dyslexic,q30,same_different,"q,m",different,different,1,2296
187,non-dyslexic,q68,matching,"u,b,d",b,b,1,1501
47,non-dyslexic,q60,same_different,"p,p",same,same,1,1549
394,dyslexic,q63,same_different,"b,b",same,different,0,1518
756,dyslexic,q75,same_different,"b,u",different,same,0,2479
183,non-dyslexic,q59,matching,"q,d",d,d,1,1433
364,non-dyslexic,q71,same_different,"n,b",different,different,1,1053
780,non-dyslexic,q43,same_different,"d,d",same,same,1,968
971,non-dyslexic,q31,same_different,"p,m",different,different,1,1425
864,dyslexic,q17,same_different,"n,p",different,different,1,2207
901,non-dyslexic,q67,same_different,"n,n",same,same,1,907
713,dyslexic,q17,same_different,"n,n",same,same,1,1680
642,dyslexic,q29,same_different,"m,b",different,different,1,2313
357,non-dyslexic,q64,matching,"m,d,n",m,m,1,1048
34,non-dyslexic,q64,matching,"m,u",m,m,1,919
588,non-dyslexic,q72,same_different,"q,q",same,same,1,1124
142,dyslexic,q85,same_different,"q,u",different,same,0,2159
756,dyslexic,q23,same_different,"d,p",different,different,1,1658
832,dyslexic,q57,same_different,"q,m",different,different,1,1819
687,dyslexic,q12,same_different,"d,b",different,different,1,1486
665,dyslexic,q5,same_different,"b,b",same,same,1,2300
759,dyslexic,q33,matching,"u,n,d",n,n,1,1695
962,dyslexic,q50,same_different,"d,p",different,same,0,1835
577,dyslexic,q25,matching,"n,q,b",b,b,1,1695
177,non-dyslexic,q38,same_different,"p,p",same,same,1,1018
702,dyslexic,q100,matching,"m,u",u,u,1,1982
456,dyslexic,q39,matching,"p,q,n",q,q,1,2160
202,dyslexic,q82,matching,"n,q",n,n,1,2430
701,non-dyslexic,q58,same_different,"u,u",same,same,1,1401
379,dyslexic,q79,same_different,"p,p",same,same,1,2366
150,non-dyslexic,q29,matching,"p,d",p,p,1,1046
609,non-dyslexic,q77,same_different,"d,n",different,different,1,1095
524,dyslexic,q38,matching,"q,b",q,u,0,1651
161,non-dyslexic,q28,same_different,"b,q",different,different,1,1022
874,non-dyslexic,q36,matching,"p,b",p,p,1,1330
648,non-dyslexic,q58,same_different,"p,p",same,different,0,823
367,non-dyslexic,q24,matching,"p,m,d",p,u,0,1515
720,dyslexic,q26,same_different,"u,u",same,same,1,1781
172,non-dyslexic,q24,same_different,"d,u",different,different,1,1407
111,non-dyslexic,q97,matching,"p,q,b",b,b,1,1401
452,dyslexic,q12,same_different,"d,n",different,different,1,1833
650,non-dyslexic,q40,same_different,"d,d",same,same,1,1003
701,non-dyslexic,q7,same_different,"m,m",same,same,1,1271
232,dyslexic,q29,same_different,"p,n",different,different,1,2386
467,non-dyslexic,q29,matching,"n,q",n,n,1,1067
834,dyslexic,q100,same_different,"q,q",same,same,1,2160
29,non-dyslexic,q57,same_different,"d,u",different,different,1,1149
901,non-dyslexic,q3,matching,"u,b",b,p,0,1078
418,dyslexic,q21,same_different,"u,b",different,different,1,1907
753,dyslexic,q11,same_different,"d,d",same,same,1,2039
718,non-dyslexic,q49,matching,"p,d",d,d,1,925
680,non-dyslexic,q67,matching,"q,u,n",q,q,1,1406
697,non-dyslexic,q26,same_different,"b,q",different,same,0,1295
219,dyslexic,q78,matching,"m,n,b",n,b,0,1906
671,dyslexic,q4,same_different,"b,b",same,different,0,1961
814,dyslexic,q69,same_different,"n,n",same,same,1,1750
467,non-dyslexic,q100,matching,"b,n",n,n,1,1097
333,non-dyslexic,q83,matching,"m,q,d",d,d,1,1362
899,dyslexic,q29,matching,"p,b",b,b,1,1767
629,non-dyslexic,q14,same_different,"m,m",same,same,1,1495
429,dyslexic,q15,same_different,"u,u",same,same,1,1816
553,non-dyslexic,q23,same_different,"q,u",different,different,1,1022
576,dyslexic,q66,same_different,"m,m",same,same,1,2155
689,dyslexic,q3,same_different,"b,b",same,different,0,2463
922,dyslexic,q23,same_different,"u,u",same,same,1,2426
414,non-dyslexic,q26,same_different,"d,d",same,same,1,1481
601,non-dyslexic,q90,same_different,"u,q",different,different,1,1063
819,non-dyslexic,q100,same_different,"d,u",different,different,1,948
716,non-dyslexic,q69,matching,"u,p",u,u,1,1155
225,dyslexic,q31,same_different,"d,m",different,same,0,1729
44,non-dyslexic,q9,same_different,"u,d",different,different,1,1155
174,non-dyslexic,q74,matching,"u,p",u,u,1,1279
16,non-dyslexic,q37,matching,"u,p,n",p,p,1,861
924,dyslexic,q45,matching,"n,p",p,p,1,1826
606,non-dyslexic,q54,matching,"q,d",q,q,1,1554
613,non-dyslexic,q8,matching,"b,n",n,n,1,931
124,non-dyslexic,q59,same_different,"p,p",same,same,1,1164
970,non-dyslexic,q37,same_different,"d,q",different,different,1,1075
826,non-dyslexic,q76,same_different,"m,q",different,different,1,1382
957,non-dyslexic,q15,matching,"n,u",u,u,1,1150
324,non-dyslexic,q86,matching,"m,p,d",p,p,1,1394
444,dyslexic,q65,matching,"b,m",m,q,0,1836
504,non-dyslexic,q59,matching,"q,d",d,d,1,953
763,dyslexic,q73,matching,"u,p,b",u,d,0,2122
153,non-dyslexic,q20,matching,"u,q",q,q,1,1546
980,dyslexic,q72,matching,"u,p,n",p,p,1,1503
827,non-dyslexic,q99,matching,"m,d,u",u,d,0,984
451,dyslexic,q47,matching,"n,m",m,q,0,1642
4,non-dyslexic,q42,matching,"n,q",q,n,0,1153
314,non-dyslexic,q62,same_different,"n,m",different,different,1,1377
562,non-dyslexic,q66,matching,"q,m",m,m,1,1286
720,non-dyslexic,q96,same_different,"m,m",same,same,1,1238
222,dyslexic,q88,same_different,"u,u",same,same,1,2269
480,non-dyslexic,q72,same_different,"m,d",different,different,1,1363
428,dyslexic,q59,same_different,"b,n",different,different,1,2135
633,dyslexic,q6,same_different,"b,u",different,same,0,2355
324,dyslexic,q98,matching,"u,p,b",u,u,1,1752
131,non-dyslexic,q39,matching,"u,p",u,u,1,1359
428,non-dyslexic,q85,same_different,"p,n",different,different,1,1020
30,dyslexic,q73,same_different,"n,n",same,same,1,2407
952,dyslexic,q49,matching,"q,b",q,m,0,2321
616,non-dyslexic,q1,same_different,"u,n",different,same,0,933
44,non-dyslexic,q36,matching,"m,n,b",n,n,1,1314
290,non-dyslexic,q67,same_different,"p,m",different,different,1,1185
765,dyslexic,q84,same_different,"q,q",same,different,0,2358
660,dyslexic,q14,matching,"b,q,p",q,b,0,1679
551,dyslexic,q43,matching,"p,n,d",d,d,1,2005
120,non-dyslexic,q6,same_different,"d,u",different,different,1,1411
566,non-dyslexic,q58,same_different,"m,n",different,different,1,1276
510,non-dyslexic,q40,matching,"d,m,b",b,b,1,1324
35,non-dyslexic,q30,same_different,"q,u",different,different,1,1439
816,non-dyslexic,q16,same_different,"d,p",different,different,1,1545
879,dyslexic,q86,same_different,"n,n",same,same,1,2155
332,non-dyslexic,q37,same_different,"b,b",same,same,1,1088
234,dyslexic,q51,matching,"m,q",m,q,0,2289
81,non-dyslexic,q87,matching,"b,q,m",q,n,0,929
291,dyslexic,q62,same_different,"u,q",different,different,1,2344
993,non-dyslexic,q66,same_different,"q,q",same,same,1,1031
641,dyslexic,q85,same_different,"u,u",same,same,1,1917
39,dyslexic,q61,matching,"p,m",p,p,1,1764
88,dyslexic,q40,matching,"p,d,n",d,n,0,2219
418,non-dyslexic,q20,matching,"m,n",n,n,1,1482
932,non-dyslexic,q34,matching,"n,m",m,d,0,1096
945,dyslexic,q66,matching,"d,u",u,n,0,2167
660,dyslexic,q77,matching,"b,p",b,b,1,2211
771,non-dyslexic,q2,same_different,"q,u",different,different,1,1043
625,dyslexic,q20,same_different,"u,n",different,different,1,1621
703,non-dyslexic,q19,same_different,"u,u",same,same,1,1271
119,non-dyslexic,q91,same_different,"n,u",different,different,1,1268
758,non-dyslexic,q79,matching,"m,d,n",m,m,1,1241
69,non-dyslexic,q13,matching,"p,u",u,u,1,1387
554,dyslexic,q80,matching,"n,p",n,u,0,2409
879,dyslexic,q71,matching,"b,m,n",b,b,1,1663
310,dyslexic,q48,matching,"d,p,n",d,d,1,2323
975,dyslexic,q13,same_different,"n,p",different,different,1,2355
127,non-dyslexic,q61,same_different,"q,b",different,different,1,1247
169,non-dyslexic,q88,matching,"d,n,p",n,n,1,1473
606,non-dyslexic,q48,matching,"b,u",u,u,1,976
615,non-dyslexic,q62,same_different,"m,m",same,same,1,1409
974,dyslexic,q46,same_different,"m,d",different,different,1,2230
87,non-dyslexic,q6,matching,"b,u,d",d,d,1,1196
385,dyslexic,q19,matching,"p,d,n",d,n,0,2444
430,non-dyslexic,q73,matching,"u,d,p",d,d,1,1014
